	Organism	Txid	Temp	OGT	Source	Features
260	Burkholderia pseudomallei MSHR62	['1435984']	['40', '74']		https://en.wikipedia.org/wiki/Burkholderia_pseudomallei	
261	Burkholderia pseudomallei MSHR840	['1249475']	['40', '74']		https://en.wikipedia.org/wiki/Burkholderia_pseudomallei	
262	Burkholderia pseudomallei NAU20B-16	['1249476']	['40', '74']		https://en.wikipedia.org/wiki/Burkholderia_pseudomallei	
263	Burkholderia pseudomallei NAU35A-3	['1249477']	['40', '74']		https://en.wikipedia.org/wiki/Burkholderia_pseudomallei	
264	Burkholderia pseudomallei NCTC 13178	['1249468']	['40', '74']		https://en.wikipedia.org/wiki/Burkholderia_pseudomallei	
265	Burkholderia pseudomallei Pasteur 52237	['331978']	['40', '74']		https://en.wikipedia.org/wiki/Burkholderia_pseudomallei	
266	Burkholderia pseudomallei PB08298010	['1249658']	['40', '74']		https://en.wikipedia.org/wiki/Burkholderia_pseudomallei	
267	Burkholderia pseudomallei TSV 48	['1435365']	['40', '74']		https://en.wikipedia.org/wiki/Burkholderia_pseudomallei	
268	Campylobacter coli	0	['42']		https://en.wikipedia.org/wiki/Campylobacter_coli	
269	Campylobacter coli 15-537360	['1358410']	['42']		https://en.wikipedia.org/wiki/Campylobacter_coli	
270	Campylobacter coli CVM N29710	['1273173']	['42']		https://en.wikipedia.org/wiki/Campylobacter_coli	
271	Campylobacter coli RM1875	['1183378']	['42']		https://en.wikipedia.org/wiki/Campylobacter_coli	
272	Campylobacter coli RM5611	['1183380']	['42']		https://en.wikipedia.org/wiki/Campylobacter_coli	
273	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260	['1031746']	['25']		https://en.wikipedia.org/wiki/Campylobacter_hyointestinalis	
274	Campylobacter hyointestinalis subsp. lawsonii	0	['25']		https://en.wikipedia.org/wiki/Campylobacter_hyointestinalis	
275	Campylobacter jejuni	0	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
276	Campylobacter jejuni 32488	['1338035']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
277	Campylobacter jejuni 4031	['1347340']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
278	Campylobacter jejuni RM1221	['195099']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
279	Campylobacter jejuni subsp. jejuni	0	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
280	Campylobacter jejuni subsp. jejuni 00-2425	['1357994']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
281	Campylobacter jejuni subsp. jejuni 00-2426	['1380767']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
282	Campylobacter jejuni subsp. jejuni 00-2538	['1380768']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
283	Campylobacter jejuni subsp. jejuni 00-2544	['1383068']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
284	Campylobacter jejuni subsp. jejuni 81116	['407148']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
285	Campylobacter jejuni subsp. jejuni 81-176	0	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
286	Campylobacter jejuni subsp. jejuni CG8421	['478547']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
287	Campylobacter jejuni subsp. jejuni F38011	['1408176']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
288	Campylobacter jejuni subsp. jejuni IA3902	['567106']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
289	Campylobacter jejuni subsp. jejuni M1	['645464']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
290	Campylobacter jejuni subsp. jejuni M129	['1349827']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
291	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	0	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
292	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148	['1211776']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
293	Campylobacter jejuni subsp. jejuni NCTC 11168-GSv	['1385724']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
294	Campylobacter jejuni subsp. jejuni NCTC 11168-K12E5	['1385720']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
295	Campylobacter jejuni subsp. jejuni NCTC 11168-Kf1	['1385723']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
296	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5	['1385721']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
297	Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5	['1385722']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
298	Campylobacter jejuni subsp. jejuni PT14	['1201032']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
299	Campylobacter jejuni subsp. jejuni S3	['718271']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
300	Campylobacter jejuni subsp. jejuni str. RM3420	['1340842']	['42', '74', '25', '37', '42', '42', '37', '42']		https://en.wikipedia.org/wiki/Campylobacter_jejuni	
301	Capnocytophaga sp. ChDC OS43	['209053']	['37']		https://en.wikipedia.org/wiki/Capnocytophaga_sp.	
302	Capnocytophaga sp. H2931	['1945657']	['37']		https://en.wikipedia.org/wiki/Capnocytophaga_sp.	
303	Capnocytophaga sp. H4358	['1945658']	['37']		https://en.wikipedia.org/wiki/Capnocytophaga_sp.	
304	Capnocytophaga sp. oral taxon 323	['1705617']	['37']		https://en.wikipedia.org/wiki/Capnocytophaga_sp.	
305	Capnocytophaga sp. oral taxon 864	0	['37']		https://en.wikipedia.org/wiki/Capnocytophaga_sp.	
306	Capnocytophaga sp. oral taxon 878	0	['37']		https://en.wikipedia.org/wiki/Capnocytophaga_sp.	
307	Chloroflexus aurantiacus J-10-fl	['324602']	['35', '70']		https://en.wikipedia.org/wiki/Chloroflexus_aurantiacus	
308	Clavibacter michiganensis subsp. capsici	['1874630']	['21']		https://en.wikipedia.org/wiki/Clavibacter_michiganensis	
309	Clavibacter michiganensis subsp. insidiosus	['33014']	['21']		https://en.wikipedia.org/wiki/Clavibacter_michiganensis	
310	Clavibacter michiganensis subsp. michiganensis NCPPB 382	['443906']	['21']		https://en.wikipedia.org/wiki/Clavibacter_michiganensis	
311	Clavibacter michiganensis subsp. nebraskensis NCPPB 2581	['1097677']	['21']		https://en.wikipedia.org/wiki/Clavibacter_michiganensis	
312	Clostridium beijerinckii	0	['37']		https://en.wikipedia.org/wiki/Clostridium_beijerinckii	
313	Clostridium beijerinckii ATCC 35702	['864803']	['37']		https://en.wikipedia.org/wiki/Clostridium_beijerinckii	
314	Clostridium beijerinckii NCIMB 8052	0	['37']		https://en.wikipedia.org/wiki/Clostridium_beijerinckii	
315	Clostridium beijerinckii NRRL B-598	['1428454']	['37']		https://en.wikipedia.org/wiki/Clostridium_beijerinckii	
316	Clostridium botulinum	0	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
317	Clostridium botulinum 202F	['1415774']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
318	Clostridium botulinum A2 str. Kyoto	['536232']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
319	Clostridium botulinum A3 str. Loch Maree	['498214']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
320	Clostridium botulinum A str. ATCC 19397	['441770']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
321	Clostridium botulinum A str. ATCC 3502	['413999']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
322	Clostridium botulinum A str. Hall	['441771']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
323	Clostridium botulinum B1 str. Okra	['498213']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
324	Clostridium botulinum Ba4 str. 657	['515621']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
325	Clostridium botulinum BKT015925	['929506']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
326	Clostridium botulinum B str. Eklund 17B (NRP)	['935198']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
327	Clostridium botulinum CDC_1436	['1408283']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
328	Clostridium botulinum E3 str. Alaska E43	['508767']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
329	Clostridium botulinum F str. 230613	['758678']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
330	Clostridium botulinum F str. Langeland	['441772']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
331	Clostridium botulinum H04402 065	['941968']	['100', '100']		https://en.wikipedia.org/wiki/Clostridium_botulinum	
332	Clostridium perfringens	0	['74', '74']		https://en.wikipedia.org/wiki/Clostridium_perfringens	
333	Clostridium perfringens ATCC 13124	['195103']	['74', '74']		https://en.wikipedia.org/wiki/Clostridium_perfringens	
334	Clostridium perfringens str. 13	['195102']	['74', '74']		https://en.wikipedia.org/wiki/Clostridium_perfringens	
335	Coprothermobacter proteolyticus DSM 5265	['309798']	['75', '63']		https://en.wikipedia.org/wiki/Coprothermobacter_proteolyticus	
336	Dehalogenimonas lykanthroporepellens BL-DC-9	['552811']	['34', '34', '30']		https://en.wikipedia.org/wiki/Dehalogenimonas_lykanthroporepellens	
337	Deinococcus geothermalis DSM 11300	['319795']	['45', '50']		https://en.wikipedia.org/wiki/Deinococcus_geothermalis	
338	Dickeya dadantii	0	['34']		https://en.wikipedia.org/wiki/Dickeya_dadantii	
339	Dickeya dadantii 3937	['198628']	['34']		https://en.wikipedia.org/wiki/Dickeya_dadantii	
340	Dinoroseobacter shibae DFL 12 = DSM 16493	['398580']	['38', '33']		https://en.wikipedia.org/wiki/Dinoroseobacter_shibae	
341	Dokdonia donghaensis DSW-1	['1300343']	['35', '30']		https://en.wikipedia.org/wiki/Dokdonia_donghaensis	
342	Elizabethkingia meningoseptica	0	['40']		https://en.wikipedia.org/wiki/Elizabethkingia_meningoseptica	
343	Enterobacter cloacae	0	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
344	Enterobacter cloacae complex bacterium	['2027919']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
345	Enterobacter cloacae complex 'Hoffmann cluster III'	0	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
346	Enterobacter cloacae complex 'Hoffmann cluster IV'	0	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
347	Enterobacter cloacae complex sp. 35734	['1870930']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
348	Enterobacter cloacae complex sp. ECNIH7	['1915310']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
349	Enterobacter cloacae complex sp. FDA-CDC-AR_0132	['2077137']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
350	Enterobacter cloacae complex sp. FDA-CDC-AR_0164	['2077136']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
351	Enterobacter cloacae ECNIH2	['1333850']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
352	Enterobacter cloacae ECNIH3	['1333851']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
353	Enterobacter cloacae ECR091	['1333849']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
354	Enterobacter cloacae EcWSU1	['1045856']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
355	Enterobacter cloacae P101	['1354030']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
356	Enterobacter cloacae subsp. cloacae ATCC 13047	['716541']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
357	Enterobacter cloacae subsp. cloacae ENHKU01	['1211025']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
358	Enterobacter cloacae subsp. dissolvens SDM	['1104326']	['30', '35']		https://en.wikipedia.org/wiki/Enterobacter_cloacae	
359	Enterococcus faecalis	0	['45', '60']		https://en.wikipedia.org/wiki/Enterococcus_faecalis	
360	Enterococcus faecalis ARO1/DG	['565651']	['45', '60']		https://en.wikipedia.org/wiki/Enterococcus_faecalis	
361	Enterococcus faecalis ATCC 29212	['1201292']	['45', '60']		https://en.wikipedia.org/wiki/Enterococcus_faecalis	
362	Enterococcus faecalis D32	['1206105']	['45', '60']		https://en.wikipedia.org/wiki/Enterococcus_faecalis	
363	Enterococcus faecalis DENG1	['1287066']	['45', '60']		https://en.wikipedia.org/wiki/Enterococcus_faecalis	
364	Enterococcus faecalis OG1RF	['474186']	['45', '60']		https://en.wikipedia.org/wiki/Enterococcus_faecalis	
365	Enterococcus faecalis str. Symbioflor 1	['1261557']	['45', '60']		https://en.wikipedia.org/wiki/Enterococcus_faecalis	
366	Enterococcus faecalis V583	['226185']	['45', '60']		https://en.wikipedia.org/wiki/Enterococcus_faecalis	
367	Escherichia coli	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
368	Escherichia coli 042	['216592']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
369	Escherichia coli 1303	['745156']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
370	Escherichia coli 536	['362663']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
371	Escherichia coli 55989	['585055']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
372	Escherichia coli ABU 83972	['655817']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
373	Escherichia coli ACN001	['1311757']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
374	Escherichia coli APEC IMT5155	['1329907']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
375	Escherichia coli APEC O1	['405955']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
376	Escherichia coli APEC O18	['1401688']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
377	Escherichia coli APEC O2-211	['1954351']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
378	Escherichia coli APEC O78	['1274814']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
379	Escherichia coli ATCC 25922	['1322345']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
380	Escherichia coli ATCC 8739	['481805']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
381	Escherichia coli B	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
382	Escherichia coli BL21(DE3)	['469008']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
383	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	['866768']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
384	Escherichia coli B str. REL606	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
385	Escherichia coli BW25113	['679895']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
386	Escherichia coli BW2952	['595496']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
387	Escherichia coli C	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
388	Escherichia coli CFT073	['199310']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
389	Escherichia coli DH1	['536056']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
390	Escherichia coli ECC-1470	['758831']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
391	Escherichia coli ER2796	['1245474']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
392	Escherichia coli ETEC H10407	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
393	Escherichia coli HS	['331112']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
394	Escherichia coli IAI1	['585034']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
395	Escherichia coli IAI39	['585057']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
396	Escherichia coli IHE3034	['714962']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
397	Escherichia coli JJ1886	['1355100']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
398	Escherichia coli JJ1887	['1355101']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
399	Escherichia coli K-12	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
400	Escherichia coli KLY	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
401	Escherichia coli KO11FL	['595495']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
402	Escherichia coli LF82	['591946']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
403	Escherichia coli LY180	['1335916']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
404	Escherichia coli Nissle 1917	['316435']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
405	Escherichia coli NU14	['569579']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
406	Escherichia coli O103:H2 str. 12009	['585395']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
407	Escherichia coli O103 str. RM10042	['1055541']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
408	Escherichia coli O103 str. RM8385	['1055540']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
409	Escherichia coli O104:H21 str. CFSAN002236	['1335303']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
410	Escherichia coli O104:H4	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
411	Escherichia coli O104:H4 str. 2009EL-2050	['1134782']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
412	Escherichia coli O104:H4 str. 2009EL-2071	['1133853']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
413	Escherichia coli O104:H4 str. 2011C-3493	['1133852']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
414	Escherichia coli O104:H4 str. C227-11	['1048254']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
415	Escherichia coli O111:H- str. 11128	['585396']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
416	Escherichia coli O111 str. RM9322	['1055542']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
417	Escherichia coli O114:H49	['2048775']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
418	Escherichia coli O121:H19	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
419	Escherichia coli O121 str. RM8352	['1055543']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
420	Escherichia coli O127:H6	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
421	Escherichia coli O127:H6 str. E2348/69	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
422	Escherichia coli O128:H27	['2048776']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
423	Escherichia coli O139:H28 str. E24377A	['331111']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
424	Escherichia coli O145:H28 str. RM12581	['1248823']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
425	Escherichia coli O145:H28 str. RM12761	['1248903']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
426	Escherichia coli O145:H28 str. RM13514	['1248902']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
427	Escherichia coli O145:H28 str. RM13516	['1248915']	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
428	Escherichia coli O157	0	['37', '49']		https://en.wikipedia.org/wiki/Escherichia_coli	
